Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,100 ml,,55ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,100 ml,,100 ml,,55ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,55 ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,8,,,,,,,,,,,,,,,,,,,,,,,,active
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,100 ml,,55ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,55 ml,,55ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,55 ml,,100 ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
winter-corporate-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:winter-corporate-set-for-him",,,55 ml,,55ml,,55ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,Date Night — Fragrance Set for Her,"<p class=""isSelectedEnd""><strong><span>The Date Set For Her</span></strong><span> – Curated for unforgettable evenings.</span></p>
<p class=""isSelectedEnd""><span>Elevate your presence with this exclusive three-piece fragrance bundle designed for her, perfect for romantic dates or glamorous nights out. Each scent captures sophistication, allure, and a touch of mystery:</span></p>
<ul data-spread=""false"">
<li>
<p class=""isSelectedEnd""><strong><span>Cerise Fumée</span></strong><span> – Inspired by Tom Ford’s Cherry Smoke, a bold and feminine blend of rich cherry and smoky undertones.</span></p>
</li>
<li>
<p class=""isSelectedEnd""><strong><span>Crema Biancha</span></strong><span> – Inspired by Giardini Di Toscana’s Bianco Latte, a soft, creamy, and comforting scent that wraps you in elegance.</span></p>
</li>
<li>
<p class=""isSelectedEnd""><strong><span>Vice Noir</span></strong><span> – Inspired by Tom Ford’s Black Orchid, a deep, seductive aroma with dark floral and exotic notes for a statement-making finish.</span></p>
</li>
</ul>
<p class=""isSelectedEnd""><span>Perfect for layering or wearing individually, this set is a luxurious gift for herself or someone special. Make every date night unforgettable with scents that captivate, charm, and leave a lasting impression.</span></p>
<p class=""isSelectedEnd""><strong><span>Ideal For:</span></strong><span> Romantic evenings, date nights, and special occasions</span></p>
<p><strong><span>Experience the art of allure with “The Date Set For Her.”</span></strong></p>",Niche Essences,,Eau De Parfum,"Niche Essences, Niche Perfumes, niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",TRUE,CERISE FUMÉE by Niche Eau de Parfum (Inspired by Tom Ford's Cherry Smoke) (Size),100 ml,CREMA BIANCHA by Niche Eau de Parfum (Inspired by Giardini di Toscana's Biancho Latte) (Size),100 ml,VICE NOIR by Niche Eau de Parfum (Inspired by Tom Ford's Black Orchid) (Size),100 ml,,0,,0,deny,manual,3678.00,4350.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/DateSetforHer_993ea84b-5cbe-4641-9d17-052291484a1e.jpg?v=1763901590,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,55ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,100 ml,,100 ml,,55 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,100 ml,,55 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,55ml,,100 ml,,55 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,55ml,,55 ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,100 ml,,55 ml,,55 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,8,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-her",,,55ml,,55 ml,,55 ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,Date Night — Fragrance Set for Him,"<p> </p>
<h2 data-start=""180"" data-end=""209""><strong data-start=""183"" data-end=""207"">The Date Set For Him</strong></h2>
<p data-start=""210"" data-end=""245""><strong data-start=""210"" data-end=""245"">Bold • Magnetic • Unforgettable</strong></p>
<p data-start=""247"" data-end=""451"">When the moment matters, your scent should speak before you do. <strong data-start=""311"" data-end=""335"">The Date Set For Him</strong> is a curated trio of powerful, seductive fragrances designed for men who know that attraction starts with presence.</p>
<p data-start=""453"" data-end=""609"">Whether it’s a first date, an anniversary night, or an unforgettable evening out, this set ensures you leave a lasting impression long after the night ends.</p>
<p data-start=""611"" data-end=""739"">Crafted around warmth, depth, and undeniable charisma, each fragrance brings its own signature edge to your date-night rotation.</p>
<hr data-start=""741"" data-end=""744"">
<h2 data-start=""746"" data-end=""768"">✨ <strong data-start=""751"" data-end=""768"">What’s Inside</strong>
</h2>
<h3 data-start=""770"" data-end=""796""><strong data-start=""774"" data-end=""794"">1) Vanilla Cigar</strong></h3>
<p data-start=""797"" data-end=""1009""><em data-start=""797"" data-end=""837"">Inspired by Tom Ford’s Tobacco Vanille</em><br data-start=""837"" data-end=""840""> A rich, indulgent blend of smooth vanilla, warm spices, and sweet tobacco. Creamy, seductive, and irresistibly inviting—this is confidence wrapped in comfort and luxury.</p>
<p data-start=""1011"" data-end=""1045""><strong data-start=""1011"" data-end=""1020"">Vibe:</strong> Warm • Sweet • Seductive</p>
<hr data-start=""1047"" data-end=""1050"">
<h3 data-start=""1052"" data-end=""1077""><strong data-start=""1056"" data-end=""1075"">2) Argento Vivo</strong></h3>
<p data-start=""1078"" data-end=""1273""><em data-start=""1078"" data-end=""1111"">Inspired by Xerjoff’s Torino 24</em><br data-start=""1111"" data-end=""1114""> An elegant fusion of fresh citrus, aromatic herbs, and refined woods. Bright yet sophisticated, this scent adds a modern, upscale touch to any date-night look.</p>
<p data-start=""1275"" data-end=""1321""><strong data-start=""1275"" data-end=""1284"">Vibe:</strong> Fresh • Smooth • Effortlessly Classy</p>
<hr data-start=""1323"" data-end=""1326"">
<h3 data-start=""1328"" data-end=""1350""><strong data-start=""1332"" data-end=""1348"">3) Oud Tabac</strong></h3>
<p data-start=""1351"" data-end=""1546""><em data-start=""1351"" data-end=""1387"">Inspired by Tom Ford’s Tobacco Oud</em><br data-start=""1387"" data-end=""1390""> Deep, dark, and undeniably luxurious. Rich tobacco intertwines with smoky oud in a sensual composition that commands attention without ever trying too hard.</p>
<p data-start=""1548"" data-end=""1587""><strong data-start=""1548"" data-end=""1557"">Vibe:</strong> Mysterious • Warm • Seductive</p>
<hr data-start=""1589"" data-end=""1592"">
<h2 data-start=""1594"" data-end=""1622"">💛 <strong data-start=""1600"" data-end=""1622"">Why You’ll Love It</strong>
</h2>
<p data-start=""1623"" data-end=""1880"">✔ Long-lasting, high-quality fragrances built for magnetic presence<br data-start=""1690"" data-end=""1693""> ✔ A versatile trio made for dates, evenings, and special moments<br data-start=""1757"" data-end=""1760""> ✔ Premium-inspired scents at an accessible price<br data-start=""1808"" data-end=""1811""> ✔ Crafted for confident men who value style, impact, and refinement</p>
<hr data-start=""1882"" data-end=""1885"">
<h3 data-start=""1887"" data-end=""1926""><strong data-start=""1891"" data-end=""1926"">The Ultimate Date-Night Upgrade</strong></h3>
<p data-start=""1928"" data-end=""2045"">Elevate your charm, define your signature style, and walk into every special moment smelling absolutely irresistible.</p>
<p data-start=""2047"" data-end=""2111""><strong data-start=""2047"" data-end=""2111"">Make every date unforgettable — with <em data-start=""2086"" data-end=""2108"">The Date Set For Him</em>.</strong></p>",Niche Essences,,Eau De Parfum,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",TRUE,ARGENTO VIVO by Niche Eau de Parfum (Inspired by Xerjoff's Torino 24) (Size),100 ml,OUD TABAC by Niche Eau de Parfum (Inspired by Tom Ford's Tobacco Oud) (Size),100 ml,VANILLA CIGAR by Niche Eau de Parfum (Inspired by Tom Ford's Tobacco Vanille) (Size),100 ml,,0,,0,deny,manual,3678.00,4350.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/rn-image_picker_lib_temp_9d69445e-567c-4d6c-a6b1-546f7146e0a7.png?v=1767013605,1,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,100 ml,,100 ml,,55 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,100 ml,,55 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,55 ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,100 ml,,55 ml,,55 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,55 ml,,100 ml,,55 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,55 ml,,55 ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-date-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-date-set-for-him",,,55 ml,,55 ml,,55 ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,8,,,,,,,,,,,,,,,,,,,,,,,,active
argento-vivo-by-niche-eau-de-parfum-inspired-by-xerjoffs-torino-24,Argento Vivo — Eau de Parfum,"<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0886/2007/3282/files/Torino_24.jpg?v=1763306641""></p>
<h3 data-start=""0"" data-end=""43""><strong data-start=""4"" data-end=""43"">A Radiant Burst of Fruity Freshness</strong></h3>
<p data-start=""44"" data-end=""412"">ARGENTO VIVO by Niche Eau de Parfum opens with a vibrant explosion of mango, bergamot, mandarin, and juicy plum. This bright, fruity-citrus blend feels energetic and uplifting, delivering an immediate sense of modern freshness. The opening is crisp yet smooth, designed for those who love clean, contemporary fragrances with a sparkling and confident first impression.</p>
<h3 data-start=""414"" data-end=""454""><strong data-start=""418"" data-end=""454"">Floral Depth with a Modern Twist</strong></h3>
<p data-start=""455"" data-end=""873"">At the heart, orange blossom, pink lotus, and styrax come together to create a refined floral core. The orange blossom adds elegance and light sweetness, while pink lotus introduces an airy, aquatic softness. Styrax brings subtle warmth and resinous depth, balancing the freshness with sophistication. This harmony makes ARGENTO VIVO a versatile unisex fragrance that feels refined, stylish, and effortlessly wearable.</p>
<h3 data-start=""875"" data-end=""915""><strong data-start=""879"" data-end=""915"">Clean Musk with Earthy Longevity</strong></h3>
<p data-start=""916"" data-end=""1252"">The base notes complete the experience with white musk, moss, and patchouli. Clean and smooth, the musk enhances freshness and comfort, while moss and patchouli add earthy richness and lasting power. The dry-down is modern, balanced, and long-lasting, leaving a subtle yet memorable trail that works beautifully from daytime to evening.<br><br><span style=""text-decoration: underline;"">Inspired by Xerjoff's Torino 24</span><br></p>",Niche Essences,,Eau De Parfum,"Niche Essences, Niche Perfumes, niche:taxonomy:v1, niche:audience:unisex, niche:note:bergamot, niche:note:citrus-accord, niche:note:floral-accord, niche:note:fruity-accord, niche:note:mandarin, niche:note:mango, niche:note:marine-accord, niche:note:moss, niche:note:musk, niche:note:neroli, niche:note:patchouli, niche:note:plum, niche:note:resins, niche:season:spring, niche:season:summer, niche:time:day, niche:time:evening, niche:occasion:office, niche:occasion:everyday, niche:occasion:casual, niche:bundle-role:member, niche:bundle:the-charisma-layering-set-for-him, niche:bundle:the-date-set-for-him, niche:bundle:the-essential-summer-set-for-him, niche:bundle:the-honeymoon-set-for-him, niche:bundle:the-sa7el-shereer-set-for-him, niche:bundle:the-sahel-set-for-him, niche:bundle:the-summer-longevity-trio-set-for-him, niche:bundle:the-summer-seduction-set-for-him, niche:sibling:brume-azur-by-niche-eau-de-parfum-inspired-by-lvs-pacific-chill, niche:sibling:egoccentric-by-niche-eau-de-parfum, niche:sibling:flesh-flame-by-niche-eau-de-parfum-inspired-by-stephane-humbert-lucass-god-of-fire, niche:sibling:knight-by-niche-eau-de-parfum, niche:sibling:magnum-by-niche-eau-de-parfum, niche:sibling:maverick-by-niche-eau-de-parfum-inspired-by-yslss-y, niche:sibling:oud-tabac-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-oud, niche:sibling:pineapple-express-by-niche-eau-de-parfum, niche:sibling:pure-bliss-by-niche-eau-de-parfum-inspired-by-xerjoffs-erba-pura, niche:sibling:the-yachter-by-niche-eau-de-parfum, niche:sibling:untamed-by-niche-eau-de-parfum, niche:sibling:vanilla-cigar-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-vanille",TRUE,Size,100 ml,,,,,AV-EDP-100,0,,0,deny,manual,1450.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/argento-vivo-by-niche-eau-de-parfum-inspired-by-xerjoffs-torino-24-primary_9ba1ee6d-5425-456d-8ff4-91d386254b36.jpg?v=1787460432,1,,,,,,,,,,,,,,,,,,,,,,,,active
argento-vivo-by-niche-eau-de-parfum-inspired-by-xerjoffs-torino-24,,,,,,"niche:taxonomy:v1, niche:audience:unisex, niche:note:bergamot, niche:note:citrus-accord, niche:note:floral-accord, niche:note:fruity-accord, niche:note:mandarin, niche:note:mango, niche:note:marine-accord, niche:note:moss, niche:note:musk, niche:note:neroli, niche:note:patchouli, niche:note:plum, niche:note:resins, niche:season:spring, niche:season:summer, niche:time:day, niche:time:evening, niche:occasion:office, niche:occasion:everyday, niche:occasion:casual, niche:bundle-role:member, niche:bundle:the-charisma-layering-set-for-him, niche:bundle:the-date-set-for-him, niche:bundle:the-essential-summer-set-for-him, niche:bundle:the-honeymoon-set-for-him, niche:bundle:the-sa7el-shereer-set-for-him, niche:bundle:the-sahel-set-for-him, niche:bundle:the-summer-longevity-trio-set-for-him, niche:bundle:the-summer-seduction-set-for-him, niche:sibling:brume-azur-by-niche-eau-de-parfum-inspired-by-lvs-pacific-chill, niche:sibling:egoccentric-by-niche-eau-de-parfum, niche:sibling:flesh-flame-by-niche-eau-de-parfum-inspired-by-stephane-humbert-lucass-god-of-fire, niche:sibling:knight-by-niche-eau-de-parfum, niche:sibling:magnum-by-niche-eau-de-parfum, niche:sibling:maverick-by-niche-eau-de-parfum-inspired-by-yslss-y, niche:sibling:oud-tabac-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-oud, niche:sibling:pineapple-express-by-niche-eau-de-parfum, niche:sibling:pure-bliss-by-niche-eau-de-parfum-inspired-by-xerjoffs-erba-pura, niche:sibling:the-yachter-by-niche-eau-de-parfum, niche:sibling:untamed-by-niche-eau-de-parfum, niche:sibling:vanilla-cigar-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-vanille",,,55 ml,,,,,AV-EDP-55,0,,0,deny,manual,890.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/argento-vivo-by-niche-eau-de-parfum-inspired-by-xerjoffs-torino-24-notes-secondary_5034be2c-6f1b-4601-92e6-a1d8ccdbfb12.jpg?v=1787460432,2,,,,,,,,,,,,,,,,,,,,,,,,active
vanilla-cigar-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-vanille,Vanilla Cigar — Eau de Parfum,"<p><img src=""https://cdn.shopify.com/s/files/1/0886/2007/3282/files/Tobacco_Vanille.jpg?v=1763306111"" alt=""""></p>
<p>VANILLA CIGAR by Niche is a UNISEX fragrance</p>
<p><span style=""text-decoration: underline;"">Inspired by Tom Ford's Tobacco Vanille</span></p>
<h3 data-start=""0"" data-end=""50""><strong data-start=""4"" data-end=""50"">Bold Warmth with a Smoky Vanilla Signature</strong></h3>
<p data-start=""51"" data-end=""411"">VANILLA CIGAR by Niche Eau de Parfum is a unisex fragrance crafted for those who crave depth, warmth, and irresistible character. The opening ignites with aromatic tobacco leaf wrapped in spicy accents, instantly setting a confident and sensual tone. This is not a light vanilla—it’s rich, smoky, and magnetic, designed to turn heads from the very first spray.</p>
<h3 data-start=""413"" data-end=""457""><strong data-start=""417"" data-end=""457"">Creamy Vanilla Meets Dark Indulgence</strong></h3>
<p data-start=""458"" data-end=""851"">At the heart, luxurious vanilla takes center stage, blended seamlessly with cacao and tonka bean to create a smooth, addictive sweetness. Tobacco blossom adds refinement, balancing the gourmand warmth with an elegant floral touch. The result is a perfectly layered scent that feels comforting yet provocative—ideal for evenings, cool weather, and moments when you want your presence to linger.</p>
<h3 data-start=""853"" data-end=""891""><strong data-start=""857"" data-end=""891"">Deep Woods &amp; Lasting Seduction</strong></h3>
<p data-start=""892"" data-end=""1246"">The dry-down reveals dried fruits and woody notes that anchor the fragrance with depth and longevity. Warm, slightly sweet, and unmistakably bold, VANILLA CIGAR leaves a trail that feels refined and powerful without being overpowering. Inspired by iconic tobacco-vanilla compositions, this Eau de Parfum delivers niche-level sophistication at every wear.</p>",Niche Essences,,Eau De Parfum,"Niche Essences, Niche Perfumes, niche:taxonomy:v1, niche:audience:unisex, niche:note:floral-accord, niche:note:smoke, niche:note:spicy-accord, niche:note:tobacco, niche:note:tonka-bean, niche:note:vanilla, niche:note:woody-accord, niche:season:autumn, niche:season:winter, niche:time:evening, niche:occasion:date-night, niche:occasion:special-occasion, niche:bundle-role:member, niche:bundle:the-date-set-for-him, niche:bundle:the-vip-summer-set-for-him, niche:sibling:argento-vivo-by-niche-eau-de-parfum-inspired-by-xerjoffs-torino-24, niche:sibling:bois-dor-by-niche-eau-de-parfum-inspired-by-pdms-pegasus, niche:sibling:oud-seduction-by-niche-eau-de-parfum-inspired-by-maison-crivellis-oud-maracuja, niche:sibling:oud-tabac-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-oud",TRUE,Size,100 ml,,,,,VC-EDP-100,0,,0,deny,manual,1450.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/vanilla-cigar-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-vanille-primary_bb68163f-7082-4e7e-b5d5-dfc3ba3ae3d1.jpg?v=1787460695,1,,,,,,,,,,,,,,,,,,,,,,,,active
vanilla-cigar-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-vanille,,,,,,"niche:taxonomy:v1, niche:audience:unisex, niche:note:floral-accord, niche:note:smoke, niche:note:spicy-accord, niche:note:tobacco, niche:note:tonka-bean, niche:note:vanilla, niche:note:woody-accord, niche:season:autumn, niche:season:winter, niche:time:evening, niche:occasion:date-night, niche:occasion:special-occasion, niche:bundle-role:member, niche:bundle:the-date-set-for-him, niche:bundle:the-vip-summer-set-for-him, niche:sibling:argento-vivo-by-niche-eau-de-parfum-inspired-by-xerjoffs-torino-24, niche:sibling:bois-dor-by-niche-eau-de-parfum-inspired-by-pdms-pegasus, niche:sibling:oud-seduction-by-niche-eau-de-parfum-inspired-by-maison-crivellis-oud-maracuja, niche:sibling:oud-tabac-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-oud",,,55 ml,,,,,VC-EDP-55,0,,0,deny,manual,890.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/vanilla-cigar-by-niche-eau-de-parfum-inspired-by-tom-fords-tobacco-vanille-notes-secondary_bc9c1c49-9b7c-4c3e-a19c-d88a64cdba88.jpg?v=1787460695,2,,,,,,,,,,,,,,,,,,,,,,,,active
eclipse-by-niche-eau-de-parfum-inspired-by-amouages-interlude,Eclipse — Eau de Parfum,"<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0886/2007/3282/files/Interlude.jpg?v=1763305577""></p>
<p><span style=""text-decoration: underline;"">Inspired by Amouage's Interlude</span></p>
<h3 data-start=""0"" data-end=""41"">Smoky Spices That Command Attention</h3>
<p data-start=""42"" data-end=""418"">ECLIPSE by Niche Eau de Parfum opens with a striking fusion of oregano, pepper, and bergamot, creating an intense aromatic spark that feels bold and mysterious. This powerful opening is sharp, smoky, and energizing, instantly setting a dramatic tone. Designed for those who appreciate depth and character, the first impression is confident, dark, and unmistakably distinctive.</p>
<h3 data-start=""420"" data-end=""468"">Incense and Amber Wrapped in Dark Elegance</h3>
<p data-start=""469"" data-end=""854"">At the heart of ECLIPSE lies a rich blend of incense, opoponax, amber, and labdanum. This resinous core is warm, smoky, and deeply atmospheric, evoking a sense of luxury and intrigue. Smooth yet intense, the heart creates a captivating balance between darkness and refinement, making this fragrance perfectly suited for those who crave complexity and emotional depth in a unisex scent.</p>
<h3 data-start=""856"" data-end=""904"">Oud, Leather, and Woods with Lasting Power</h3>
<p data-start=""905"" data-end=""1292"">The base unfolds into a commanding trail of agarwood (oud), leather, sandalwood, and patchouli. Deep, woody, and slightly animalic, this foundation delivers exceptional longevity and a bold signature that lingers on the skin. ECLIPSE is ideal for evening wear, cooler weather, and statement moments, offering a unisex fragrance experience that feels powerful, sensual, and unforgettable.</p>",Niche Essences,,Eau De Parfum,"Niche Essences, Niche Perfumes, niche:taxonomy:v1, niche:audience:unisex, niche:note:amber, niche:note:bergamot, niche:note:incense, niche:note:leather, niche:note:oud, niche:note:patchouli, niche:note:pepper, niche:note:resins, niche:note:sandalwood, niche:note:smoke, niche:note:woody-accord, niche:season:autumn, niche:season:winter, niche:time:evening, niche:occasion:date-night, niche:occasion:special-occasion, niche:bundle-role:member, niche:bundle:winter-corporate-set-for-him, niche:sibling:knight-by-niche-eau-de-parfum, niche:sibling:magnum-by-niche-eau-de-parfum",TRUE,Size,100 ml,,,,,EC-EDP-100,0,,0,deny,manual,1450.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/eclipse-by-niche-eau-de-parfum-inspired-by-amouages-interlude-primary_b76febff-92f0-4539-af46-83440a1494f1.jpg?v=1787460500,1,,,,,,,,,,,,,,,,,,,,,,,,active
eclipse-by-niche-eau-de-parfum-inspired-by-amouages-interlude,,,,,,"niche:taxonomy:v1, niche:audience:unisex, niche:note:amber, niche:note:bergamot, niche:note:incense, niche:note:leather, niche:note:oud, niche:note:patchouli, niche:note:pepper, niche:note:resins, niche:note:sandalwood, niche:note:smoke, niche:note:woody-accord, niche:season:autumn, niche:season:winter, niche:time:evening, niche:occasion:date-night, niche:occasion:special-occasion, niche:bundle-role:member, niche:bundle:winter-corporate-set-for-him, niche:sibling:knight-by-niche-eau-de-parfum, niche:sibling:magnum-by-niche-eau-de-parfum",,,55 ml,,,,,EC-EDP-55,0,,0,deny,manual,890.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/eclipse-by-niche-eau-de-parfum-inspired-by-amouages-interlude-notes-secondary_5aeda75f-13ce-4257-8e1d-f630cd4698d5.jpg?v=1787460500,2,,,,,,,,,,,,,,,,,,,,,,,,active
